9.8484,0.0016869,4.3667e-10,0,0
9.8484,0.0016869,4.3667e-10,7.4097e-38,0
9.8484,0.0016869,4.3682e-10,2.4043e-18,0
9.8484,0.0016869,4.3685e-10,2.905e-18,0
9.8484,0.0016869,4.3687e-10,3.5415e-18,0
9.8484,0.0016869,4.3689e-10,3.8723e-18,0
9.8484,0.001687,4.3689e-10,3.9769e-18,0
9.8484,0.001687,4.3689e-10,4.084e-18,0
9.8484,0.001687,4.369e-10,4.2492e-18,0
9.8484,0.001687,4.369e-10,4.42e-18,0
9.8484,0.001687,4.3691e-10,4.6867e-18,0
9.8484,0.001687,4.3692e-10,4.9659e-18,0
9.8484,0.001687,4.3693e-10,5.4082e-18,0
9.8484,0.001687,4.3694e-10,5.8787e-18,0
9.8484,0.001687,4.3696e-10,6.3774e-18,0
9.8484,0.001687,4.3697e-10,7.1783e-18,0
9.8484,0.001687,4.3699e-10,8.0427e-18,0
9.8484,0.001687,4.3701e-10,8.9705e-18,0
9.8484,0.001687,4.3703e-10,1.0481e-17,0
9.8484,0.001687,4.3706e-10,1.2135e-17,0
9.8484,0.001687,4.371e-10,1.4883e-17,0
9.8484,0.001687,4.3714e-10,1.7952e-17,0
9.8484,0.001687,4.372e-10,2.3158e-17,0
9.8484,0.001687,4.3725e-10,2.9087e-17,0
9.8483,0.0016871,4.3734e-10,3.9335e-17,0
9.8483,0.0016871,4.3742e-10,5.1209e-17,0
9.8483,0.0016871,4.3755e-10,7.182e-17,0
9.8483,0.0016872,4.3767e-10,9.6008e-17,0
9.8483,0.0016872,4.3771e-10,1.0524e-16,0
9.8483,0.0016872,4.3775e-10,1.1491e-16,0
9.8483,0.0016872,4.3796e-10,1.697e-16,0
9.8483,0.0016873,4.3815e-10,2.3527e-16,0
9.8483,0.0016874,4.3851e-10,3.8435e-16,0
9.8483,0.0016875,4.3884e-10,5.6629e-16,0
9.8482,0.0016876,4.3915e-10,7.8352e-16,0
9.8481,0.001688,4.4025e-10,1.9244e-15,0
9.8481,0.0016884,4.4119e-10,3.57e-15,0
9.848,0.0016888,4.4203e-10,5.7205e-15,0
9.8478,0.0016896,4.4341e-10,1.1487e-14,0
9.8476,0.0016904,4.4452e-10,1.9244e-14,0
