516.7,516.7,249.9,87.839
516.7,516.7,249.9,87.839
516.7,516.7,249.9,88.14
516.7,516.7,249.9,88.194
516.7,516.7,249.9,88.248
516.7,516.7,249.9,88.272
516.7,516.7,249.9,88.28
516.7,516.7,249.9,88.287
516.7,516.7,249.9,88.298
516.7,516.7,249.9,88.309
516.7,516.7,249.9,88.325
516.7,516.7,249.91,88.342
516.7,516.7,249.91,88.366
516.7,516.7,249.91,88.391
516.7,516.7,249.91,88.415
516.7,516.7,249.91,88.452
516.7,516.7,249.91,88.488
516.7,516.7,249.91,88.525
516.7,516.7,249.91,88.58
516.7,516.7,249.91,88.635
516.7,516.7,249.91,88.717
516.7,516.7,249.91,88.799
516.7,516.7,249.92,88.922
516.7,516.7,249.92,89.045
516.7,516.7,249.92,89.229
516.7,516.7,249.92,89.413
516.7,516.7,249.93,89.684
516.7,516.7,249.93,89.954
516.7,516.7,249.94,90.048
516.7,516.7,249.94,90.141
516.69,516.69,249.95,90.607
516.69,516.69,249.95,91.07
516.69,516.69,249.97,91.915
516.69,516.69,249.98,92.736
516.69,516.69,250,93.549
516.68,516.68,250.06,96.556
516.67,516.67,250.12,99.467
516.66,516.66,250.17,102.29
516.64,516.64,250.29,107.68
516.62,516.62,250.4,112.82
516.59,516.59,250.59,120.83
516.56,516.56,250.78,128.38
516.54,516.54,250.86,131.73
516.53,516.53,250.95,135.02
516.51,516.51,251.06,139.17
516.49,516.49,251.17,143.22
516.46,516.46,251.34,149.13
516.46,516.46,251.36,149.65
516.46,516.46,251.37,150.17
516.46,516.46,251.39,150.95
516.45,516.45,251.4,151.18
516.45,516.45,251.41,151.41
516.45,516.45,251.42,151.76
516.45,516.45,251.42,151.86
516.45,516.45,251.42,151.97
516.45,516.45,251.43,152.13
516.45,516.45,251.43,152.28
516.45,516.45,251.44,152.44
516.45,516.45,251.44,152.59
516.45,516.45,251.46,153.19
516.44,516.44,251.5,154.58
516.43,516.43,251.54,155.96
516.42,516.42,251.58,157.38
516.41,516.41,251.66,160.21
516.41,516.41,251.67,160.48
516.41,516.41,251.67,160.74
516.41,516.41,251.68,160.86
516.41,516.41,251.68,160.98
516.41,516.41,251.69,161.15
516.41,516.41,251.69,161.21
516.41,516.41,251.69,161.26
516.41,516.41,251.69,161.27
516.41,516.41,251.69,161.29
516.41,516.41,251.69,161.31
516.41,516.41,251.69,161.32
516.41,516.41,251.69,161.33
516.41,516.41,251.69,161.33
516.41,516.41,251.69,161.33
516.41,516.41,251.69,161.34
516.41,516.41,251.69,161.34
516.41,516.41,251.69,161.34
516.41,516.41,251.69,161.34
516.41,516.41,251.69,161.35
516.41,516.41,251.69,161.35
516.41,516.41,251.69,161.35
516.41,516.41,251.69,161.35
516.41,516.41,251.69,161.35
516.41,516.41,251.69,161.35
516.41,516.41,251.69,161.35
516.41,516.41,251.69,161.35
516.41,516.41,251.69,161.36
516.41,516.41,251.69,161.37
516.41,516.41,251.69,161.41
516.41,516.41,251.7,161.59
516.4,516.4,251.7,161.86
516.4,516.4,251.71,162.14
516.4,516.4,251.72,162.54
516.4,516.4,251.73,162.95
516.4,516.4,251.75,163.35
516.4,516.4,251.76,163.84
516.39,516.39,251.77,164.32
516.39,516.39,251.79,165.03
516.39,516.39,251.81,165.72
516.38,516.38,251.84,166.45
516.38,516.38,251.86,167.17
516.36,516.36,251.95,169.99
516.35,516.35,252.04,172.76
516.32,516.32,252.2,177.71
516.31,516.31,252.27,179.77
516.3,516.3,252.34,181.82
516.24,516.24,252.69,191.7
516.18,516.18,253.04,201.08
516.13,516.13,253.38,210.02
516.07,516.07,253.73,218.57
515.98,515.98,254.25,230.74
515.9,515.9,254.76,242.24
515.8,515.8,255.36,254.89
515.69,515.69,255.96,266.84
515.57,515.57,256.7,280.88
515.44,515.44,257.44,294.1
514.93,514.93,260.46,341.92
514.42,514.42,263.43,381.77
513.91,513.91,266.35,416.09
513.4,513.4,269.22,446.24
512.34,512.34,275.04,499.17
512.03,512.03,276.75,513.04
511.72,511.72,278.44,526.15
511.28,511.28,280.79,543.41
511.15,511.15,281.48,548.35
511.02,511.02,282.18,553.19
510.96,510.96,282.49,555.34
510.9,510.9,282.8,557.46
510.87,510.87,282.94,558.4
510.84,510.84,283.08,559.34
510.81,510.81,283.29,560.73
510.77,510.77,283.5,562.12
510.75,510.75,283.58,562.69
510.73,510.73,283.67,563.26
510.65,510.65,284.09,566.09
510.63,510.63,284.22,566.93
510.6,510.6,284.35,567.77
510.59,510.59,284.41,568.15
510.58,510.58,284.47,568.52
510.53,510.53,284.75,570.39
510.5,510.5,284.89,571.25
510.48,510.48,285.02,572.11
510.44,510.44,285.21,573.35
510.4,510.4,285.4,574.58
510.27,510.27,286.07,578.82
510.15,510.15,286.74,582.98
509.91,509.91,287.94,590.34
509.57,509.57,289.73,600.92
509.22,509.22,291.5,611
508.87,508.87,293.25,620.62
508.53,508.53,294.99,629.81
508.01,508.01,297.56,642.85
507.5,507.5,300.1,655.07
506.73,506.73,303.83,672.04
505.97,505.97,307.5,687.54
504.83,504.83,312.86,708.42
503.7,503.7,318.06,726.86
499.26,499.26,337.49,782.94
494.95,494.95,355,819.63
490.76,490.76,370.92,844.53
485.13,485.13,390.79,867.1
479.7,479.7,408.54,881.09
473.24,473.24,428.12,891.57
467.06,467.06,445.48,897.64
459.86,459.86,464.18,901.81
453.02,453.02,480.64,904.03
444.67,444.67,499.19,905.5
436.84,436.84,515.23,906.18
426.66,426.66,534.33,906.59
417.36,417.36,550.29,906.74
404.24,404.24,570.6,906.82
400.67,400.67,575.74,906.82
397.24,397.24,580.51,906.83
382.12,382.12,599.98,906.83
378.22,378.22,604.61,906.83
374.57,374.57,608.8,906.83
361.74,361.74,622.55,906.83
352.13,352.13,631.92,906.83
344.99,344.99,638.42,906.83
337.73,337.73,644.63,906.83
333.12,333.12,648.4,906.83
329.52,329.52,651.23,906.83
327.56,327.56,652.74,906.83
326.24,326.24,653.74,906.83
325.69,325.69,654.16,906.83
325.38,325.38,654.39,906.83
325.3,325.3,654.45,906.83
325.28,325.28,654.46,906.83
325.28,325.28,654.46,906.83
325.28,325.28,654.46,906.81
325.29,325.29,654.46,906.74
325.29,325.29,654.46,906.64
325.29,325.29,654.46,906.57
325.29,325.29,654.46,906.49
325.29,325.29,654.46,906.38
325.29,325.29,654.46,906.2
325.29,325.29,654.46,905.95
325.29,325.29,654.46,905.62
325.29,325.29,654.46,905.26
325.29,325.29,654.46,904.71
325.29,325.29,654.46,904.11
325.29,325.29,654.46,903.32
325.29,325.29,654.46,902.47
325.29,325.29,654.46,901.56
325.29,325.29,654.47,900.6
325.29,325.29,654.47,900.31
325.3,325.3,654.47,900.01
325.3,325.3,654.47,899.72
325.3,325.3,654.47,899.44
325.3,325.3,654.47,898.46
325.3,325.3,654.47,898.16
325.3,325.3,654.47,897.86
325.3,325.3,654.47,897.76
325.3,325.3,654.47,897.66
325.3,325.3,654.47,897.61
325.3,325.3,654.47,897.55
325.3,325.3,654.47,897.5
325.3,325.3,654.47,897.44
325.3,325.3,654.47,897.36
325.3,325.3,654.47,897.28
325.3,325.3,654.47,897.2
325.3,325.3,654.47,897.12
325.3,325.3,654.47,897.05
325.3,325.3,654.47,896.99
325.3,325.3,654.47,896.94
325.3,325.3,654.47,896.9
325.3,325.3,654.47,896.87
325.3,325.3,654.47,896.87
325.3,325.3,654.47,896.86
325.3,325.3,654.47,896.86
325.3,325.3,654.47,896.85
325.3,325.3,654.47,896.85
325.3,325.3,654.47,896.85
325.3,325.3,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.47,896.84
325.31,325.31,654.48,896.84
325.31,325.31,654.48,896.84
325.31,325.31,654.48,896.84
325.31,325.31,654.48,896.84
325.31,325.31,654.48,896.84
325.31,325.31,654.48,896.84
325.31,325.31,654.48,896.84
325.31,325.31,654.48,896.84
325.32,325.32,654.49,896.84
325.33,325.33,654.5,896.85
325.34,325.34,654.51,896.85
325.36,325.36,654.53,896.86
325.38,325.38,654.55,896.87
