0,0,0
9.231e-41,2.6967e-31,2.3077e-35
3.0276e-21,8.8444e-12,7.5689e-16
2.7248e-20,2.6533e-11,6.812e-15
7.5689e-20,4.4222e-11,1.8922e-14
3.3275e-19,9.2722e-11,8.3187e-14
7.7188e-19,1.4122e-10,1.9297e-13
1.7659e-18,2.136e-10,4.4147e-13
2.1432e-18,2.3532e-10,5.3579e-13
2.557e-18,2.5703e-10,6.3924e-13
2.7551e-18,2.668e-10,6.8877e-13
2.9606e-18,2.7658e-10,7.4014e-13
3.2827e-18,2.9123e-10,8.2067e-13
3.6214e-18,3.0589e-10,9.0535e-13
4.1607e-18,3.2788e-10,1.0402e-12
4.7374e-18,3.4986e-10,1.1844e-12
5.3515e-18,3.7185e-10,1.3379e-12
6.3429e-18,4.0483e-10,1.5857e-12
7.4184e-18,4.3781e-10,1.8546e-12
8.3165e-18,4.6355e-10,2.0791e-12
1.0267e-17,5.1505e-10,2.5667e-12
1.2422e-17,5.6654e-10,3.1055e-12
1.4783e-17,6.1803e-10,3.6957e-12
1.8709e-17,6.9527e-10,4.6772e-12
2.3096e-17,7.7251e-10,5.774e-12
5.196e-17,1.1587e-09,1.299e-11
9.2369e-17,1.5449e-09,2.3092e-11
1.4432e-16,1.9311e-09,3.608e-11
2.0782e-16,2.3174e-09,5.1954e-11
2.8286e-16,2.7036e-09,7.0715e-11
3.2137e-16,2.8818e-09,8.0342e-11
4.0575e-16,3.2381e-09,1.0144e-10
4.6729e-16,3.475e-09,1.1682e-10
5.3317e-16,3.712e-09,1.3329e-10
6.4014e-16,4.0673e-09,1.6003e-10
7.5687e-16,4.4227e-09,1.8922e-10
8.1259e-16,4.5826e-09,2.0315e-10
8.297e-16,4.6306e-09,2.0742e-10
8.4698e-16,4.6786e-09,2.1174e-10
8.5481e-16,4.7002e-09,2.137e-10
8.6268e-16,4.7218e-09,2.1567e-10
8.6505e-16,4.7282e-09,2.1626e-10
8.6742e-16,4.7347e-09,2.1685e-10
8.7098e-16,4.7444e-09,2.1775e-10
8.7205e-16,4.7474e-09,2.1801e-10
8.7312e-16,4.7503e-09,2.1828e-10
8.7849e-16,4.7648e-09,2.1962e-10
8.8657e-16,4.7867e-09,2.2164e-10
8.9468e-16,4.8086e-09,2.2367e-10
9.0692e-16,4.8414e-09,2.2673e-10
9.1925e-16,4.8741e-09,2.2981e-10
9.3684e-16,4.9206e-09,2.3421e-10
9.546e-16,4.967e-09,2.3865e-10
9.8155e-16,5.0366e-09,2.4539e-10
1.0089e-15,5.1063e-09,2.5222e-10
1.1004e-15,5.3329e-09,2.7511e-10
1.1959e-15,5.5596e-09,2.9898e-10
1.7331e-15,6.693e-09,4.3328e-10
2.753e-15,8.4358e-09,6.8825e-10
4.0078e-15,1.0179e-08,1.002e-09
5.4976e-15,1.1922e-08,1.3744e-09
1.1265e-14,1.7069e-08,2.8164e-09
1.908e-14,2.2217e-08,4.7701e-09
2.8943e-14,2.7366e-08,7.2356e-09
4.0852e-14,3.2517e-08,1.0213e-08
7.5328e-14,4.417e-08,1.8832e-08
1.2027e-13,5.5829e-08,3.0067e-08
1.3579e-13,5.9329e-08,3.3948e-08
1.5226e-13,6.2829e-08,3.8065e-08
1.5738e-13,6.3879e-08,3.9346e-08
1.6259e-13,6.4929e-08,4.0648e-08
1.6919e-13,6.6236e-08,4.2298e-08
1.712e-13,6.6628e-08,4.2799e-08
1.7321e-13,6.702e-08,4.3303e-08
1.7412e-13,6.7197e-08,4.3531e-08
1.7504e-13,6.7373e-08,4.376e-08
1.7641e-13,6.7638e-08,4.4104e-08
1.7683e-13,6.7717e-08,4.4207e-08
1.7724e-13,6.7797e-08,4.431e-08
1.7932e-13,6.8194e-08,4.483e-08
1.8141e-13,6.8591e-08,4.5353e-08
1.8351e-13,6.8988e-08,4.5878e-08
1.8872e-13,6.9962e-08,4.7181e-08
1.903e-13,7.0255e-08,4.7575e-08
1.9188e-13,7.0547e-08,4.7971e-08
1.9404e-13,7.0942e-08,4.8509e-08
1.962e-13,7.1337e-08,4.905e-08
2.072e-13,7.3313e-08,5.1799e-08
2.1849e-13,7.5289e-08,5.4623e-08
2.3367e-13,7.7866e-08,5.8417e-08
2.5442e-13,8.1257e-08,6.3604e-08
2.9856e-13,8.8041e-08,7.464e-08
3.2824e-13,9.2324e-08,8.206e-08
3.5933e-13,9.6608e-08,8.9832e-08
5.3585e-13,1.1804e-07,1.3396e-07
5.625e-13,1.2095e-07,1.4062e-07
5.8979e-13,1.2386e-07,1.4745e-07
7.3597e-13,1.3842e-07,1.8399e-07
8.9831e-13,1.5298e-07,2.2458e-07
9.6668e-13,1.5872e-07,2.4167e-07
1.1109e-12,1.7021e-07,2.7774e-07
1.3985e-12,1.9108e-07,3.4963e-07
2.1496e-12,2.3719e-07,5.374e-07
3.0615e-12,2.8341e-07,7.6538e-07
4.7734e-12,3.5456e-07,1.1933e-06
6.8638e-12,4.2597e-07,1.7159e-06
9.9353e-12,5.1367e-07,2.4838e-06
1.3573e-11,6.0178e-07,3.3933e-06
1.8717e-11,7.0862e-07,4.6792e-06
2.4685e-11,8.1605e-07,6.1713e-06
3.3594e-11,9.5537e-07,8.3984e-06
3.5799e-11,9.8705e-07,8.9498e-06
4.0421e-11,1.0505e-06,1.0105e-05
5.0979e-11,1.1837e-06,1.2745e-05
8.2443e-11,1.5177e-06,2.0611e-05
1.2143e-10,1.8571e-06,3.0359e-05
1.2531e-10,1.8879e-06,3.1328e-05
1.2925e-10,1.9187e-06,3.2313e-05
1.4986e-10,2.0736e-06,3.7466e-05
1.72e-10,2.2295e-06,4.3e-05
1.9566e-10,2.3865e-06,4.8916e-05
3.1874e-10,3.0947e-06,7.9686e-05
4.7172e-10,3.824e-06,0.00011793
4.8485e-10,3.8816e-06,0.00012121
5.1165e-10,3.997e-06,0.00012791
5.9033e-10,4.3221e-06,0.00014758
8.1603e-10,5.1675e-06,0.00020401
1.1571e-09,6.2839e-06,0.00028926
1.5575e-09,7.4423e-06,0.00038938
2.1446e-09,8.9563e-06,0.00053616
2.8256e-09,1.0537e-05,0.0007064
3.9402e-09,1.2867e-05,0.00098505
5.5251e-09,1.5841e-05,0.0013813
6.8906e-09,1.825e-05,0.0017226
1.0074e-08,2.3279e-05,0.0025185
1.5384e-08,3.0813e-05,0.0038459
2.8583e-08,4.7312e-05,0.0071457
5.8185e-08,7.9624e-05,0.014546
1.9686e-07,0.00020859,0.049216
5.689e-07,0.00051435,0.14223
1.002e-06,0.00084869,0.25051
1.7875e-06,0.0014309,0.44688
2.8038e-06,0.00216,0.70095
5.1369e-06,0.0037773,1.2842
8.1936e-06,0.0058271,2.0484
