9.8484,0.0016869,4.3667e-10,0,0
9.8484,0.0016869,4.3667e-10,2.5502e-37,0
9.8484,0.0016869,4.3682e-10,8.2749e-18,0
9.8484,0.0016869,4.3685e-10,9.9275e-18,0
9.8484,0.0016869,4.3687e-10,1.1906e-17,0
9.8484,0.0016869,4.3689e-10,1.2903e-17,0
9.8484,0.001687,4.3689e-10,1.3215e-17,0
9.8484,0.001687,4.3689e-10,1.3532e-17,0
9.8484,0.001687,4.369e-10,1.402e-17,0
9.8484,0.001687,4.369e-10,1.4522e-17,0
9.8484,0.001687,4.3691e-10,1.5299e-17,0
9.8484,0.001687,4.3692e-10,1.6106e-17,0
9.8484,0.001687,4.3693e-10,1.7373e-17,0
9.8484,0.001687,4.3694e-10,1.8707e-17,0
9.8484,0.001687,4.3696e-10,2.011e-17,0
9.8484,0.001687,4.3697e-10,2.234e-17,0
9.8484,0.001687,4.3699e-10,2.4723e-17,0
9.8484,0.001687,4.3701e-10,2.7258e-17,0
9.8484,0.001687,4.3703e-10,3.1346e-17,0
9.8484,0.001687,4.3706e-10,3.5777e-17,0
9.8484,0.001687,4.371e-10,4.3065e-17,0
9.8484,0.001687,4.3714e-10,5.1125e-17,0
9.8484,0.001687,4.372e-10,6.466e-17,0
9.8484,0.001687,4.3725e-10,7.993e-17,0
9.8483,0.0016871,4.3734e-10,1.0609e-16,0
9.8483,0.0016871,4.3742e-10,1.3615e-16,0
9.8483,0.0016871,4.3755e-10,1.8793e-16,0
9.8483,0.0016872,4.3767e-10,2.483e-16,0
9.8483,0.0016872,4.3771e-10,2.7127e-16,0
9.8483,0.0016872,4.3775e-10,2.9527e-16,0
9.8483,0.0016872,4.3796e-10,4.308e-16,0
9.8483,0.0016873,4.3815e-10,5.922e-16,0
9.8483,0.0016874,4.3851e-10,9.574e-16,0
9.8483,0.0016875,4.3884e-10,1.4014e-15,0
9.8482,0.0016876,4.3915e-10,1.93e-15,0
9.8481,0.001688,4.4025e-10,4.6957e-15,0
9.8481,0.0016884,4.4119e-10,8.6731e-15,0
9.848,0.0016888,4.4203e-10,1.3862e-14,0
9.8478,0.0016896,4.4341e-10,2.7757e-14,0
9.8476,0.0016904,4.4452e-10,4.643e-14,0
9.8474,0.0016917,4.4592e-10,8.7599e-14,0
9.8471,0.0016931,4.4695e-10,1.4173e-13,0
9.847,0.0016937,4.4735e-10,1.7115e-13,0
9.8468,0.0016943,4.4772e-10,2.0334e-13,0
9.8467,0.0016951,4.4817e-10,2.4919e-13,0
9.8465,0.0016958,4.4861e-10,2.9969e-13,0
9.8462,0.001697,4.4927e-10,3.8419e-13,0
9.8462,0.0016971,4.4933e-10,3.923e-13,0
9.8462,0.0016972,4.4939e-10,4.0051e-13,0
9.8462,0.0016974,4.4948e-10,4.1297e-13,0
9.8462,0.0016974,4.4951e-10,4.1675e-13,0
9.8461,0.0016975,4.4954e-10,4.2054e-13,0
9.8461,0.0016976,4.4958e-10,4.2626e-13,0
9.8461,0.0016976,4.4959e-10,4.2799e-13,0
9.8461,0.0016976,4.4961e-10,4.2972e-13,0
9.8461,0.0016976,4.4963e-10,4.3231e-13,0
9.8461,0.0016977,4.4965e-10,4.3492e-13,0
9.8461,0.0016977,4.4967e-10,4.3753e-13,0
9.8461,0.0016977,4.4969e-10,4.4016e-13,0
9.8461,0.0016978,4.4978e-10,4.5014e-13,0
9.846,0.0016981,4.5001e-10,4.7415e-13,0
9.846,0.0016984,4.5026e-10,4.9878e-13,0
9.8459,0.0016987,4.5051e-10,5.2404e-13,0
9.8458,0.0016993,4.51e-10,5.7395e-13,0
9.8458,0.0016993,4.5104e-10,5.7855e-13,0
